date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:59:43	85223/85223	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2025%20Nov%202024%2008:43:49%20GMT	https://html.themeholy.com/tourm/demo/assets/js/matter.min.js	D:/design/holiday/html.themeholy.com/tourm/demo/assets/js/matter.min.js	(from https://html.themeholy.com/tourm/demo/)
15:59:43	4122/4122	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2025%20Nov%202024%2008:43:49%20GMT	https://html.themeholy.com/tourm/demo/assets/js/matterjs-custom.js	D:/design/holiday/html.themeholy.com/tourm/demo/assets/js/matterjs-custom.js	(from https://html.themeholy.com/tourm/demo/)
15:59:44	2838/2838	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2025%20Nov%202024%2008:43:49%20GMT	https://html.themeholy.com/tourm/demo/assets/js/nice-select.min.js	D:/design/holiday/html.themeholy.com/tourm/demo/assets/js/nice-select.min.js	(from https://html.themeholy.com/tourm/demo/)
15:59:44	25624/25624	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2025%20Nov%202024%2008:43:49%20GMT	https://html.themeholy.com/tourm/demo/assets/js/main.js	D:/design/holiday/html.themeholy.com/tourm/demo/assets/js/main.js	(from https://html.themeholy.com/tourm/demo/)
15:59:45	105252/105252	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Nov%202024%2008:43:21%20GMT	https://html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-brands-400.woff2	D:/design/holiday/html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-brands-400.woff2	(from https://html.themeholy.com/tourm/demo/assets/css/fontawesome.min.css)
15:59:45	181500/181500	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2025%20Nov%202024%2008:43:21%20GMT	https://html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-brands-400.ttf	D:/design/holiday/html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-brands-400.ttf	(from https://html.themeholy.com/tourm/demo/assets/css/fontawesome.min.css)
15:59:47	399412/399412	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Nov%202024%2008:43:22%20GMT	https://html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-duotone-900.woff2	D:/design/holiday/html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-duotone-900.woff2	(from https://html.themeholy.com/tourm/demo/assets/css/fontawesome.min.css)
15:59:47	1119916/1119916	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2025%20Nov%202024%2008:43:22%20GMT	https://html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-duotone-900.ttf	D:/design/holiday/html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-duotone-900.ttf	(from https://html.themeholy.com/tourm/demo/assets/css/fontawesome.min.css)
15:59:47	388560/388560	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Nov%202024%2008:43:22%20GMT	https://html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-light-300.woff2	D:/design/holiday/html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-light-300.woff2	(from https://html.themeholy.com/tourm/demo/assets/css/fontawesome.min.css)
15:59:48	354424/354424	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Nov%202024%2008:43:22%20GMT	https://html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-regular-400.woff2	D:/design/holiday/html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-regular-400.woff2	(from https://html.themeholy.com/tourm/demo/assets/css/fontawesome.min.css)
15:59:48	879176/879176	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2025%20Nov%202024%2008:43:22%20GMT	https://html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-regular-400.ttf	D:/design/holiday/html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-regular-400.ttf	(from https://html.themeholy.com/tourm/demo/assets/css/fontawesome.min.css)
15:59:49	986976/986976	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2025%20Nov%202024%2008:43:22%20GMT	https://html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-light-300.ttf	D:/design/holiday/html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-light-300.ttf	(from https://html.themeholy.com/tourm/demo/assets/css/fontawesome.min.css)
15:59:49	301680/301680	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Nov%202024%2008:43:22%20GMT	https://html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-solid-900.woff2	D:/design/holiday/html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-solid-900.woff2	(from https://html.themeholy.com/tourm/demo/assets/css/fontawesome.min.css)
15:59:49	775600/775600	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2025%20Nov%202024%2008:43:22%20GMT	https://html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-solid-900.ttf	D:/design/holiday/html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-solid-900.ttf	(from https://html.themeholy.com/tourm/demo/assets/css/fontawesome.min.css)
15:59:49	425296/425296	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Nov%202024%2008:43:23%20GMT	https://html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-thin-100.woff2	D:/design/holiday/html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-thin-100.woff2	(from https://html.themeholy.com/tourm/demo/assets/css/fontawesome.min.css)
15:59:50	454/454	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2025%20Nov%202024%2008:43:38%20GMT	https://html.themeholy.com/tourm/demo/assets/img/icon/arrow-right.svg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/icon/arrow-right.svg	(from https://html.themeholy.com/tourm/demo/assets/css/style.css)
15:59:50	1086840/1086840	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2025%20Nov%202024%2008:43:22%20GMT	https://html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-thin-100.ttf	D:/design/holiday/html.themeholy.com/tourm/demo/assets/fonts/fontawesome/fa-thin-100.ttf	(from https://html.themeholy.com/tourm/demo/assets/css/fontawesome.min.css)
15:59:50	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Jan%202025%2010:29:50%20GMT	https://html.themeholy.com/tourm/demo/assets/css/2218.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/css/2218.jpg	(from https://html.themeholy.com/tourm/demo/assets/css/style.css)
15:59:50	3679/3679	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Nov%202024%2008:43:25%20GMT	https://html.themeholy.com/tourm/demo/assets/img/bg/hero_bg_6_1.png	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/bg/hero_bg_6_1.png	(from https://html.themeholy.com/tourm/demo/assets/css/style.css)
15:59:51	1846/1846	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Nov%202024%2008:43:46%20GMT	https://html.themeholy.com/tourm/demo/assets/img/testimonial/testi_shape_2.png	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/testimonial/testi_shape_2.png	(from https://html.themeholy.com/tourm/demo/assets/css/style.css)
15:59:51	2876/2876	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Nov%202024%2008:43:41%20GMT	https://html.themeholy.com/tourm/demo/assets//img/normal/price-shape.png	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/normal/price-shape.png	(from https://html.themeholy.com/tourm/demo/assets/css/style.css)
15:59:51	1947/1947	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Nov%202024%2008:43:41%20GMT	https://html.themeholy.com/tourm/demo/assets/img/normal/price-shape2.png	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/normal/price-shape2.png	(from https://html.themeholy.com/tourm/demo/assets/css/style.css)
15:59:51	447/447	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2025%20Nov%202024%2008:43:38%20GMT	https://html.themeholy.com/tourm/demo/assets/img/icon/arrow-right2.svg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/icon/arrow-right2.svg	(from https://html.themeholy.com/tourm/demo/assets/css/style.css)
15:59:52	446/446	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2025%20Nov%202024%2008:43:38%20GMT	https://html.themeholy.com/tourm/demo/assets/img/icon/arrow-right3.svg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/icon/arrow-right3.svg	(from https://html.themeholy.com/tourm/demo/assets/css/style.css)
15:59:52	5957/5957	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2025%20Nov%202024%2008:43:41%20GMT	https://html.themeholy.com/tourm/demo/assets/img/normal/shape.svg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/normal/shape.svg	(from https://html.themeholy.com/tourm/demo/assets/css/style.css)
15:59:53	25847/25847	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:24%20GMT	https://html.themeholy.com/tourm/demo/assets/img/bg/breadcumb-bg.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/bg/breadcumb-bg.jpg	(from https://html.themeholy.com/tourm/demo/blog-details.html)
15:59:53	38661/38661	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:26%20GMT	https://html.themeholy.com/tourm/demo/assets/img/blog/blog-s-1-4.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/blog/blog-s-1-4.jpg	(from https://html.themeholy.com/tourm/demo/blog-details.html)
15:59:53	1245/1245	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2025%20Nov%202024%2008:43:39%20GMT	https://html.themeholy.com/tourm/demo/assets/img/icon/map.svg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/icon/map.svg	(from https://html.themeholy.com/tourm/demo/blog-details.html)
15:59:53	36731/36731	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:27%20GMT	https://html.themeholy.com/tourm/demo/assets/img/blog/blog_inner_1.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/blog/blog_inner_1.jpg	(from https://html.themeholy.com/tourm/demo/blog-details.html)
15:59:54	1197/1197	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:27%20GMT	https://html.themeholy.com/tourm/demo/assets/img/blog/comment-author-1.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/blog/comment-author-1.jpg	(from https://html.themeholy.com/tourm/demo/blog-details.html)
15:59:54	1843/1843	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:27%20GMT	https://html.themeholy.com/tourm/demo/assets/img/blog/comment-author-2.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/blog/comment-author-2.jpg	(from https://html.themeholy.com/tourm/demo/blog-details.html)
15:59:54	1537/1537	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:27%20GMT	https://html.themeholy.com/tourm/demo/assets/img/blog/comment-author-3.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/blog/comment-author-3.jpg	(from https://html.themeholy.com/tourm/demo/blog-details.html)
15:59:55	525/525	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2025%20Nov%202024%2008:43:39%20GMT	https://html.themeholy.com/tourm/demo/assets/img/icon/plane2.svg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/icon/plane2.svg	(from https://html.themeholy.com/tourm/demo/blog-details.html)
15:59:55	1105/1105	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2025%20Nov%202024%2008:43:46%20GMT	https://html.themeholy.com/tourm/demo/assets/img/theme-img/map.svg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/theme-img/map.svg	(from https://html.themeholy.com/tourm/demo/blog-details.html)
15:59:55	1641/1641	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:28%20GMT	https://html.themeholy.com/tourm/demo/assets/img/blog/recent-post-1-3.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/blog/recent-post-1-3.jpg	(from https://html.themeholy.com/tourm/demo/blog-details.html)
15:59:56	13200/13200	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:26%20GMT	https://html.themeholy.com/tourm/demo/assets/img/bg/widget_bg_1.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/bg/widget_bg_1.jpg	(from https://html.themeholy.com/tourm/demo/blog-details.html)
15:59:56	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Jan%202025%2010:29:56%20GMT	https://html.themeholy.com/tourm/demo/+256214203215	D:/design/holiday/html.themeholy.com/tourm/demo/+256214203215	(from https://html.themeholy.com/tourm/demo/blog-details.html)
15:59:57	868/868	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Nov%202024%2008:43:44%20GMT	https://html.themeholy.com/tourm/demo/assets/img/shape/shape_8.png	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/shape/shape_8.png	(from https://html.themeholy.com/tourm/demo/blog-details.html)
15:59:57	141212/141212	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2025%20Nov%202024%2008:43:23%20GMT	https://html.themeholy.com/tourm/demo/assets/img/logo-white.svg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/logo-white.svg	(from https://html.themeholy.com/tourm/demo/blog-details.html)
15:59:57	47568/47568	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:26%20GMT	https://html.themeholy.com/tourm/demo/assets/img/blog/blog-s-1-1.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/blog/blog-s-1-1.jpg	(from https://html.themeholy.com/tourm/demo/blog.html)
15:59:57	56689/56689	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:26%20GMT	https://html.themeholy.com/tourm/demo/assets/img/blog/blog-s-1-2.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/blog/blog-s-1-2.jpg	(from https://html.themeholy.com/tourm/demo/blog.html)
15:59:58	646/646	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2025%20Nov%202024%2008:43:38%20GMT	https://html.themeholy.com/tourm/demo/assets/img/icon/arrow-right4.svg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/icon/arrow-right4.svg	(from https://html.themeholy.com/tourm/demo/blog.html)
16:00:00	172338/172338	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Nov%202024%2008:43:25%20GMT	https://html.themeholy.com/tourm/demo/assets/img/bg/line-pattern.png	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/bg/line-pattern.png	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:00	172818/172818	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:38%20GMT	https://html.themeholy.com/tourm/demo/assets/img/hero/hero_bg_2_1.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/hero/hero_bg_2_1.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:01	475/475	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2025%20Nov%202024%2008:43:39%20GMT	https://html.themeholy.com/tourm/demo/assets/img/icon/hero-arrow-left.svg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/icon/hero-arrow-left.svg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:01	474/474	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2025%20Nov%202024%2008:43:39%20GMT	https://html.themeholy.com/tourm/demo/assets/img/icon/hero-arrow-right.svg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/icon/hero-arrow-right.svg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:02	64462/64462	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:38%20GMT	https://html.themeholy.com/tourm/demo/assets/img/hero/hero_bg_2_2.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/hero/hero_bg_2_2.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:02	471/471	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2025%20Nov%202024%2008:43:39%20GMT	https://html.themeholy.com/tourm/demo/assets/img/icon/down-arrow.svg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/icon/down-arrow.svg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:02	167748/167748	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Nov%202024%2008:43:25%20GMT	https://html.themeholy.com/tourm/demo/assets/img/bg/line-pattern2.png	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/bg/line-pattern2.png	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:03	64970/64970	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:30%20GMT	https://html.themeholy.com/tourm/demo/assets/img/destination/destination_2_1.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/destination/destination_2_1.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:03	40847/40847	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:30%20GMT	https://html.themeholy.com/tourm/demo/assets/img/destination/destination_2_2.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/destination/destination_2_2.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:03	62300/62300	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:30%20GMT	https://html.themeholy.com/tourm/demo/assets/img/destination/destination_2_3.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/destination/destination_2_3.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:04	40837/40837	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:30%20GMT	https://html.themeholy.com/tourm/demo/assets/img/destination/destination_2_4.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/destination/destination_2_4.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:04	2333/2333	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Nov%202024%2008:43:43%20GMT	https://html.themeholy.com/tourm/demo/assets/img/shape/shape_2_1.png	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/shape/shape_2_1.png	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:04	1187/1187	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Nov%202024%2008:43:43%20GMT	https://html.themeholy.com/tourm/demo/assets/img/shape/shape_2_2.png	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/shape/shape_2_2.png	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:04	2213/2213	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Nov%202024%2008:43:43%20GMT	https://html.themeholy.com/tourm/demo/assets/img/shape/shape_2_3.png	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/shape/shape_2_3.png	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:05	2722/2722	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Nov%202024%2008:43:43%20GMT	https://html.themeholy.com/tourm/demo/assets/img/shape/shape_2_4.png	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/shape/shape_2_4.png	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:05	19861/19861	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:41%20GMT	https://html.themeholy.com/tourm/demo/assets/img/normal/offer_img_2.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/normal/offer_img_2.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:05	118668/118668	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:38%20GMT	https://html.themeholy.com/tourm/demo/assets/img/hero/hero_bg_2_3.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/hero/hero_bg_2_3.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:06	27777/27777	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:41%20GMT	https://html.themeholy.com/tourm/demo/assets/img/normal/offer_img_3.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/normal/offer_img_3.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:06	18380/18380	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:41%20GMT	https://html.themeholy.com/tourm/demo/assets/img/normal/offer_img_4.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/normal/offer_img_4.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:06	25695/25695	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:41%20GMT	https://html.themeholy.com/tourm/demo/assets/img/normal/offer_img_5.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/normal/offer_img_5.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:07	23858/23858	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:41%20GMT	https://html.themeholy.com/tourm/demo/assets/img/normal/offer_img_1.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/normal/offer_img_1.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:07	28613/28613	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:26%20GMT	https://html.themeholy.com/tourm/demo/assets/img/bg/tour_bg_2.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/bg/tour_bg_2.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:07	10177/10177	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:46%20GMT	https://html.themeholy.com/tourm/demo/assets/img/tour/tour_2_1.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/tour/tour_2_1.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:07	40139/40139	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:46%20GMT	https://html.themeholy.com/tourm/demo/assets/img/tour/tour_2_2.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/tour/tour_2_2.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:07	13994/13994	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:46%20GMT	https://html.themeholy.com/tourm/demo/assets/img/tour/tour_2_3.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/tour/tour_2_3.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:08	22674/22674	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:46%20GMT	https://html.themeholy.com/tourm/demo/assets/img/tour/tour_2_4.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/tour/tour_2_4.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:08	961/961	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Nov%202024%2008:43:43%20GMT	https://html.themeholy.com/tourm/demo/assets/img/shape/shape_2_5.png	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/shape/shape_2_5.png	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:09	28613/28613	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:25%20GMT	https://html.themeholy.com/tourm/demo/assets/img/bg/gallery_bg_1.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/bg/gallery_bg_1.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:10	135220/135220	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:34%20GMT	https://html.themeholy.com/tourm/demo/assets/img/gallery/gallery_2_1.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/gallery/gallery_2_1.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:10	31611227/31611227	---M--	200	added ('OK')	video/mp4	date:Mon,%2025%20Nov%202024%2008:43:36%20GMT	https://html.themeholy.com/tourm/demo/assets/img/hero/hero-video.mp4	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/hero/hero-video.mp4	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:10	156638/156638	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:34%20GMT	https://html.themeholy.com/tourm/demo/assets/img/gallery/gallery_2_2.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/gallery/gallery_2_2.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:11	72740/72740	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:34%20GMT	https://html.themeholy.com/tourm/demo/assets/img/gallery/gallery_2_4.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/gallery/gallery_2_4.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:11	85873/85873	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:34%20GMT	https://html.themeholy.com/tourm/demo/assets/img/gallery/gallery_2_3.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/gallery/gallery_2_3.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:11	63501/63501	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:34%20GMT	https://html.themeholy.com/tourm/demo/assets/img/gallery/gallery_2_6.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/gallery/gallery_2_6.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:12	55139/55139	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Nov%202024%2008:43:25%20GMT	https://html.themeholy.com/tourm/demo/assets/img/bg/map.png	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/bg/map.png	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:12	334555/334555	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2008:43:34%20GMT	https://html.themeholy.com/tourm/demo/assets/img/gallery/gallery_2_5.jpg	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/gallery/gallery_2_5.jpg	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:12	4762/4762	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Nov%202024%2008:43:45%20GMT	https://html.themeholy.com/tourm/demo/assets/img/testimonial/testi_2_1.png	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/testimonial/testi_2_1.png	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:12	4716/4716	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Nov%202024%2008:43:45%20GMT	https://html.themeholy.com/tourm/demo/assets/img/testimonial/testi_2_2.png	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/testimonial/testi_2_2.png	(from https://html.themeholy.com/tourm/demo/home-tour.html)
16:00:12	5185/5185	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Nov%202024%2008:43:45%20GMT	https://html.themeholy.com/tourm/demo/assets/img/testimonial/testi_2_3.png	D:/design/holiday/html.themeholy.com/tourm/demo/assets/img/testimonial/testi_2_3.png	(from https://html.themeholy.com/tourm/demo/home-tour.html)
